GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair
1;HT;block1_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;1;NA
1;HT;block1_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;2;NA
1;HT;block1_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;3;NA
1;HT;block1_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;4;NA
1;HT;block1_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;5;NA
1;HT;block1_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;6;NA
1;HT;block1_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;7;NA
1;HT;block1_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;8;NA
1;HT;block2_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;9;NA
1;HT;block2_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;10;NA
1;HT;block2_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;11;NA
1;HT;block2_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;12;NA
1;HT;block2_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;13;NA
1;HT;block2_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;14;NA
1;HT;block2_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;15;NA
1;HT;block2_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;16;NA
1;HT;testing_set;1;NA;0;2;NA;NA;NA;0;nesi;0;17;NA
1;HT;testing_set;1;NA;0;7;NA;NA;NA;0;uine;0;18;NA
1;HT;testing_set;1;NA;0;5;NA;NA;NA;0;nesipi;0;19;NA
1;HT;testing_set;1;NA;0;3;NA;NA;NA;1;esip;0;20;NA
1;HT;testing_set;1;NA;0;6;NA;NA;NA;0;unip;0;21;NA
1;HT;testing_set;1;NA;0;1;NA;NA;NA;1;nus;0;22;NA
1;HT;testing_set;1;NA;0;0;NA;NA;NA;0;nuse;0;23;NA
1;HT;testing_set;1;NA;0;4;NA;NA;NA;0;inus;0;24;NA
1;HT;final_testing;1;NA;0;5;NA;NA;NA;NA;nepipi;0;169;NA
1;HT;final_testing;1;NA;0;6;NA;NA;NA;NA;enup;0;170;NA
1;HT;final_testing;1;NA;0;3;NA;NA;NA;NA;esip;0;171;NA
1;HT;final_testing;1;NA;0;0;NA;NA;NA;NA;nuse;0;172;NA
1;HT;final_testing;1;NA;0;1;NA;NA;NA;NA;nus;0;173;NA
1;HT;final_testing;1;NA;0;2;NA;NA;NA;NA;nenuse;0;174;NA
1;HT;final_testing;1;NA;0;7;NA;NA;NA;NA;pine;0;175;NA
1;HT;final_testing;1;NA;0;4;NA;NA;NA;NA;puni;0;176;NA
1;HT;block1_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;1;NA
1;HT;block1_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;2;NA
1;HT;block1_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;3;NA
1;HT;block1_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;4;NA
1;HT;block1_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;5;NA
1;HT;block1_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;6;NA
1;HT;block1_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;7;NA
1;HT;block1_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;8;NA
1;HT;block2_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;9;NA
1;HT;block2_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;10;NA
1;HT;block2_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;11;NA
1;HT;block2_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;12;NA
1;HT;block2_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;13;NA
1;HT;block2_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;14;NA
1;HT;block2_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;15;NA
1;HT;block2_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;16;NA
1;HT;testing_set;2;NA;0;6;NA;NA;NA;0;nuki;0;17;NA
1;HT;testing_set;2;NA;0;3;NA;NA;NA;0;pasip;0;18;NA
1;HT;testing_set;2;NA;0;0;NA;NA;NA;0;nuki;0;19;NA
1;HT;testing_set;2;NA;0;7;NA;NA;NA;0;suka;0;20;NA
1;HT;testing_set;2;NA;0;2;NA;NA;NA;0;nusip;0;21;NA
1;HT;testing_set;2;NA;0;5;NA;NA;NA;0;pikak;0;22;NA
1;HT;testing_set;2;NA;0;1;NA;NA;NA;0;nup;0;23;NA
1;HT;testing_set;2;NA;0;4;NA;NA;NA;0;nukik;0;24;NA
1;HT;final_testing;2;NA;0;4;NA;NA;NA;NA;ekip;0;169;NA
1;HT;final_testing;2;NA;0;1;NA;NA;NA;NA;nuk;0;170;NA
1;HT;final_testing;2;NA;0;5;NA;NA;NA;NA;nukeki;0;171;NA
1;HT;final_testing;2;NA;0;3;NA;NA;NA;NA;esip;0;172;NA
1;HT;final_testing;2;NA;0;7;NA;NA;NA;NA;paik;0;173;NA
1;HT;final_testing;2;NA;0;0;NA;NA;NA;NA;suka;0;174;NA
1;HT;final_testing;2;NA;0;2;NA;NA;NA;NA;nanusip;0;175;NA
1;HT;final_testing;2;NA;0;6;NA;NA;NA;NA;esup;0;176;NA
1;HT;block1_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;1;NA
1;HT;block1_passive_exp;3;NA;0;5;NA;NA;NA;NA;nekuki;0;2;NA
1;HT;block1_passive_exp;3;NA;0;7;NA;NA;NA;NA;aike;0;3;NA
1;HT;block1_passive_exp;3;NA;0;2;NA;NA;NA;NA;kesip;0;4;NA
1;HT;block1_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;5;NA
1;HT;block1_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;6;NA
1;HT;block1_passive_exp;3;NA;0;4;NA;NA;NA;NA;puak;0;7;NA
1;HT;block1_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;8;NA
1;HT;block2_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;9;NA
1;HT;block2_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;10;NA
1;HT;block2_passive_exp;3;NA;0;4;NA;NA;NA;NA;puak;0;11;NA
1;HT;block2_passive_exp;3;NA;0;7;NA;NA;NA;NA;aike;0;12;NA
1;HT;block2_passive_exp;3;NA;0;2;NA;NA;NA;NA;kesip;0;13;NA
1;HT;block2_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;14;NA
1;HT;block2_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;15;NA
1;HT;block2_passive_exp;3;NA;0;5;NA;NA;NA;NA;nekuki;0;16;NA
1;HT;testing_set;3;NA;0;7;NA;NA;NA;1;aike;0;17;NA
1;HT;testing_set;3;NA;0;3;NA;NA;NA;0;sepik;0;18;NA
1;HT;testing_set;3;NA;0;5;NA;NA;NA;1;nekuki;0;19;NA
1;HT;testing_set;3;NA;0;1;NA;NA;NA;1;nus;0;20;NA
1;HT;testing_set;3;NA;0;6;NA;NA;NA;0;akin;0;21;NA
1;HT;testing_set;3;NA;0;2;NA;NA;NA;0;kipe;0;22;NA
1;HT;testing_set;3;NA;0;0;NA;NA;NA;1;nusa;0;23;NA
1;HT;testing_set;3;NA;0;4;NA;NA;NA;0;peki;0;24;NA
1;HT;final_testing;3;NA;0;7;NA;NA;NA;NA;paik;0;169;NA
1;HT;final_testing;3;NA;0;5;NA;NA;NA;NA;nenuki;0;170;NA
1;HT;final_testing;3;NA;0;3;NA;NA;NA;NA;esip;0;171;NA
1;HT;final_testing;3;NA;0;6;NA;NA;NA;NA;kusip;0;172;NA
1;HT;final_testing;3;NA;0;0;NA;NA;NA;NA;nusa;0;173;NA
1;HT;final_testing;3;NA;0;2;NA;NA;NA;NA;nenusa;0;174;NA
1;HT;final_testing;3;NA;0;1;NA;NA;NA;NA;nus;0;175;NA
1;HT;final_testing;3;NA;0;4;NA;NA;NA;NA;nuki;0;176;NA
1;HT;block1_passive_exp;4;NA;0;1;NA;NA;NA;NA;nus;0;1;NA
1;HT;block1_passive_exp;4;NA;0;6;NA;NA;NA;NA;anap;0;2;NA
1;HT;block1_passive_exp;4;NA;0;5;NA;NA;NA;NA;nekuki;0;3;NA
1;HT;block1_passive_exp;4;NA;0;4;NA;NA;NA;NA;puak;0;4;NA
1;HT;block1_passive_exp;4;NA;0;7;NA;NA;NA;NA;aike;0;5;NA
1;HT;block1_passive_exp;4;NA;0;0;NA;NA;NA;NA;nusa;0;6;NA
1;HT;block1_passive_exp;4;NA;0;2;NA;NA;NA;NA;kesip;0;7;NA
1;HT;block1_passive_exp;4;NA;0;3;NA;NA;NA;NA;esip;0;8;NA
1;HT;block2_passive_exp;4;NA;0;3;NA;NA;NA;NA;esip;0;9;NA
1;HT;block2_passive_exp;4;NA;0;0;NA;NA;NA;NA;nusa;0;10;NA
1;HT;block2_passive_exp;4;NA;0;2;NA;NA;NA;NA;kesip;0;11;NA
1;HT;block2_passive_exp;4;NA;0;5;NA;NA;NA;NA;nekuki;0;12;NA
1;HT;block2_passive_exp;4;NA;0;7;NA;NA;NA;NA;aike;0;13;NA
1;HT;block2_passive_exp;4;NA;0;4;NA;NA;NA;NA;puak;0;14;NA
1;HT;block2_passive_exp;4;NA;0;1;NA;NA;NA;NA;nus;0;15;NA
1;HT;block2_passive_exp;4;NA;0;6;NA;NA;NA;NA;anap;0;16;NA
1;HT;testing_set;4;NA;0;5;NA;NA;NA;1;nekuki;0;17;NA
1;HT;testing_set;4;NA;0;6;NA;NA;NA;0;piak;0;18;NA
1;HT;testing_set;4;NA;0;1;NA;NA;NA;1;nus;0;19;NA
1;HT;testing_set;4;NA;0;0;NA;NA;NA;1;nusa;0;20;NA
1;HT;testing_set;4;NA;0;7;NA;NA;NA;0;paik;0;21;NA
1;HT;testing_set;4;NA;0;4;NA;NA;NA;0;piak;0;22;NA
1;HT;testing_set;4;NA;0;2;NA;NA;NA;0;nenusa;0;23;NA
1;HT;testing_set;4;NA;0;3;NA;NA;NA;0;esup;0;24;NA
1;HT;final_testing;4;NA;0;0;NA;NA;NA;NA;nusa;0;169;NA
1;HT;final_testing;4;NA;0;2;NA;NA;NA;NA;nenusa;0;170;NA
1;HT;final_testing;4;NA;0;3;NA;NA;NA;NA;esip;0;171;NA
1;HT;final_testing;4;NA;0;4;NA;NA;NA;NA;senip;0;172;NA
1;HT;final_testing;4;NA;0;1;NA;NA;NA;NA;nus;0;173;NA
1;HT;final_testing;4;NA;0;5;NA;NA;NA;NA;nenuka;0;174;NA
1;HT;final_testing;4;NA;0;6;NA;NA;NA;NA;sanip;0;175;NA
1;HT;final_testing;4;NA;0;7;NA;NA;NA;NA;paik;0;176;NA
1;HT;ComGame_Guesser;1;2;1;3;4;4;5;0;esip;0;26;1_2
1;HT;ComGame_Guesser;2;1;1;7;8;0;2;0;nakik;0;25;1_2
1;HT;ComGame_Guesser;1;2;1;6;7;7;4;0;usi;1;28;1_2
1;HT;ComGame_Guesser;2;1;1;2;7;1;4;0;nasip;1;27;1_2
1;HT;ComGame_Guesser;1;2;1;1;6;6;0;0;nus;2;30;1_2
1;HT;ComGame_Guesser;2;1;1;4;3;2;1;1;suki;2;29;1_2
1;HT;ComGame_Guesser;1;2;1;5;1;5;3;0;puie;3;32;1_2
1;HT;ComGame_Guesser;2;1;1;0;6;3;0;0;eup;3;31;1_2
1;HT;ComGame_Guesser;1;2;1;7;8;3;2;0;nepipi;4;34;1_2
1;HT;ComGame_Guesser;2;1;1;5;5;4;7;1;eiup;4;33;1_2
1;HT;ComGame_Guesser;1;2;1;0;7;1;4;0;puie;5;36;1_2
1;HT;ComGame_Guesser;2;1;1;6;6;5;0;1;suk;5;35;1_2
1;HT;ComGame_Guesser;1;2;1;4;1;0;3;1;sup;6;38;1_2
1;HT;ComGame_Guesser;2;1;1;3;3;6;1;0;esip;6;37;1_2
1;HT;ComGame_Guesser;1;2;1;2;7;2;4;0;enip;7;40;1_2
1;HT;ComGame_Guesser;2;1;1;1;2;7;6;0;sup;7;39;1_2
1;HT;ComGame_Guesser;1;3;2;5;3;2;1;1;nepipi;0;42;1_3
1;HT;ComGame_Guesser;3;1;2;1;4;3;5;1;nus;0;41;1_3
1;HT;ComGame_Guesser;1;3;2;3;8;4;2;0;esip;1;44;1_3
1;HT;ComGame_Guesser;3;1;2;7;1;0;3;1;paik;1;43;1_3
1;HT;ComGame_Guesser;1;3;2;4;2;7;6;0;nuse;2;46;1_3
1;HT;ComGame_Guesser;3;1;2;2;3;6;1;0;sike;2;45;1_3
1;HT;ComGame_Guesser;1;3;2;1;6;6;0;0;nus;3;48;1_3
1;HT;ComGame_Guesser;3;1;2;4;3;2;1;1;nuki;3;47;1_3
1;HT;ComGame_Guesser;1;3;2;2;6;5;0;1;pine;4;50;1_3
1;HT;ComGame_Guesser;3;1;2;0;2;7;6;0;nusa;4;49;1_3
1;HT;ComGame_Guesser;1;3;2;6;2;0;6;0;nipe;5;52;1_3
1;HT;ComGame_Guesser;3;1;2;3;8;1;2;0;pike;5;51;1_3
1;HT;ComGame_Guesser;1;3;2;7;4;3;5;1;eine;6;54;1_3
1;HT;ComGame_Guesser;3;1;2;5;4;4;5;0;nekuki;6;53;1_3
1;HT;ComGame_Guesser;1;3;2;0;1;1;3;0;nuse;7;56;1_3
1;HT;ComGame_Guesser;3;1;2;6;8;5;2;0;esip;7;55;1_3
1;HT;ComGame_Guesser;1;4;3;4;6;5;0;1;enup;0;57;1_4
1;HT;ComGame_Guesser;4;1;3;0;2;6;6;0;nusa;0;58;1_4
1;HT;ComGame_Guesser;1;4;3;0;4;3;5;1;nuse;1;59;1_4
1;HT;ComGame_Guesser;4;1;3;5;6;5;0;1;nenuki;1;60;1_4
1;HT;ComGame_Guesser;1;4;3;2;8;4;2;0;enis;2;61;1_4
1;HT;ComGame_Guesser;4;1;3;7;7;7;4;0;paik;2;62;1_4
1;HT;ComGame_Guesser;1;4;3;1;4;7;5;0;nus;3;63;1_4
1;HT;ComGame_Guesser;4;1;3;2;3;2;1;1;nenusi;3;64;1_4
1;HT;ComGame_Guesser;1;4;3;5;3;2;1;1;nepipi;4;65;1_4
1;HT;ComGame_Guesser;4;1;3;1;2;3;6;0;nus;4;66;1_4
1;HT;ComGame_Guesser;1;4;3;3;7;1;4;0;esip;5;67;1_4
1;HT;ComGame_Guesser;4;1;3;6;1;0;3;1;nuki;5;68;1_4
1;HT;ComGame_Guesser;1;4;3;6;2;6;6;0;pine;6;69;1_4
1;HT;ComGame_Guesser;4;1;3;4;5;1;7;0;nuki;6;70;1_4
1;HT;ComGame_Guesser;1;4;3;7;1;0;3;1;pine;7;71;1_4
1;HT;ComGame_Guesser;4;1;3;3;2;4;6;0;esip;7;72;1_4
1;HT;ComGame_Guesser;1;2;4;1;7;1;4;0;nus;0;74;1_2
1;HT;ComGame_Guesser;2;1;4;6;3;2;1;1;kisup;0;73;1_2
1;HT;ComGame_Guesser;1;2;4;6;4;3;5;1;isup;1;76;1_2
1;HT;ComGame_Guesser;2;1;4;5;8;1;2;0;nukaki;1;75;1_2
1;HT;ComGame_Guesser;1;2;4;5;7;7;4;0;nupipi;2;78;1_2
1;HT;ComGame_Guesser;2;1;4;2;8;3;2;0;pupipi;2;77;1_2
1;HT;ComGame_Guesser;1;2;4;4;1;2;3;0;nusi;3;80;1_2
1;HT;ComGame_Guesser;2;1;4;1;6;6;0;0;sup;3;79;1_2
1;HT;ComGame_Guesser;1;2;4;7;8;5;2;0;eine;4;82;1_2
1;HT;ComGame_Guesser;2;1;4;0;5;4;7;1;seekik;4;81;1_2
1;HT;ComGame_Guesser;1;2;4;0;2;6;6;0;seepip;5;84;1_2
1;HT;ComGame_Guesser;2;1;4;4;6;5;0;1;nukis;5;83;1_2
1;HT;ComGame_Guesser;1;2;4;2;1;0;3;1;nupes;6;86;1_2
1;HT;ComGame_Guesser;2;1;4;3;7;7;4;0;esip;6;85;1_2
1;HT;ComGame_Guesser;1;2;4;3;2;4;6;0;esip;7;88;1_2
1;HT;ComGame_Guesser;2;1;4;7;1;0;3;1;saip;7;87;1_2
1;HT;ComGame_Guesser;1;3;5;6;4;3;5;1;enup;0;90;1_3
1;HT;ComGame_Guesser;3;1;5;5;2;1;6;1;nenuki;0;89;1_3
1;HT;ComGame_Guesser;1;3;5;3;3;2;1;1;esip;1;92;1_3
1;HT;ComGame_Guesser;3;1;5;1;2;0;6;0;nus;1;91;1_3
1;HT;ComGame_Guesser;1;3;5;1;5;4;7;1;nus;2;94;1_3
1;HT;ComGame_Guesser;3;1;5;7;3;2;1;1;aik;2;93;1_3
1;HT;ComGame_Guesser;1;3;5;0;8;0;2;0;nuse;3;96;1_3
1;HT;ComGame_Guesser;3;1;5;3;3;5;1;0;kesip;3;95;1_3
1;HT;ComGame_Guesser;1;3;5;7;1;1;3;0;eine;4;98;1_3
1;HT;ComGame_Guesser;3;1;5;6;7;4;4;0;esip;4;97;1_3
1;HT;ComGame_Guesser;1;3;5;2;8;6;2;0;pine;5;100;1_3
