GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair
1;HT;ComGame_Guesser;3;1;5;4;7;7;4;0;nuki;5;99;1_3
1;HT;ComGame_Guesser;1;3;5;5;6;7;0;0;nepipi;6;102;1_3
1;HT;ComGame_Guesser;3;1;5;2;4;3;5;1;nenusa;6;101;1_3
1;HT;ComGame_Guesser;1;3;5;4;6;5;0;1;enup;7;104;1_3
1;HT;ComGame_Guesser;3;1;5;0;2;6;6;0;nuse;7;103;1_3
1;HT;ComGame_Guesser;1;4;6;1;4;3;5;1;nus;0;105;1_4
1;HT;ComGame_Guesser;4;1;6;5;3;2;1;1;nenuki;0;106;1_4
1;HT;ComGame_Guesser;1;4;6;5;5;4;7;1;nepipi;1;107;1_4
1;HT;ComGame_Guesser;4;1;6;7;2;3;6;0;paik;1;108;1_4
1;HT;ComGame_Guesser;1;4;6;2;7;1;4;0;pinuse;2;109;1_4
1;HT;ComGame_Guesser;4;1;6;6;2;7;6;0;sakip;2;110;1_4
1;HT;ComGame_Guesser;1;4;6;3;2;6;6;0;esip;3;111;1_4
1;HT;ComGame_Guesser;4;1;6;4;1;0;3;1;sakip;3;112;1_4
1;HT;ComGame_Guesser;1;4;6;6;6;5;0;1;senip;4;113;1_4
1;HT;ComGame_Guesser;4;1;6;0;2;1;6;1;nusa;4;114;1_4
1;HT;ComGame_Guesser;1;4;6;7;7;7;4;0;pine;5;115;1_4
1;HT;ComGame_Guesser;4;1;6;2;8;4;2;0;nenusa;5;116;1_4
1;HT;ComGame_Guesser;1;4;6;0;1;0;3;1;nuse;6;117;1_4
1;HT;ComGame_Guesser;4;1;6;3;6;5;0;1;esip;6;118;1_4
1;HT;ComGame_Guesser;1;4;6;4;3;2;1;1;eui;7;119;1_4
1;HT;ComGame_Guesser;4;1;6;1;4;6;5;0;nus;7;120;1_4
1;HT;ComGame_Guesser;1;2;7;6;1;6;3;0;unip;0;122;1_2
1;HT;ComGame_Guesser;2;1;7;4;2;1;6;1;ekip;0;121;1_2
1;HT;ComGame_Guesser;1;2;7;7;8;2;2;0;pine;1;124;1_2
1;HT;ComGame_Guesser;2;1;7;1;6;4;0;0;sup;1;123;1_2
1;HT;ComGame_Guesser;1;2;7;2;6;1;0;0;eui;2;126;1_2
1;HT;ComGame_Guesser;2;1;7;6;5;7;7;0;suka;2;125;1_2
1;HT;ComGame_Guesser;1;2;7;4;1;0;3;1;esip;3;128;1_2
1;HT;ComGame_Guesser;2;1;7;3;1;6;3;0;esip;3;127;1_2
1;HT;ComGame_Guesser;1;2;7;0;4;7;5;0;nuse;4;130;1_2
1;HT;ComGame_Guesser;2;1;7;2;7;5;4;0;susapi;4;129;1_2
1;HT;ComGame_Guesser;1;2;7;3;5;4;7;1;esip;5;132;1_2
1;HT;ComGame_Guesser;2;1;7;7;1;0;3;1;paik;5;131;1_2
1;HT;ComGame_Guesser;1;2;7;1;4;3;5;1;nus;6;134;1_2
1;HT;ComGame_Guesser;2;1;7;5;3;2;1;1;nukaki;6;133;1_2
1;HT;ComGame_Guesser;1;2;7;5;2;5;6;0;nupipi;7;136;1_2
1;HT;ComGame_Guesser;2;1;7;0;8;3;2;0;esup;7;135;1_2
1;HT;ComGame_Guesser;1;3;8;5;3;5;1;0;nepipi;0;138;1_3
1;HT;ComGame_Guesser;3;1;8;0;4;3;5;1;nua;0;137;1_3
1;HT;ComGame_Guesser;1;3;8;0;8;6;2;0;nuse;1;140;1_3
1;HT;ComGame_Guesser;3;1;8;4;6;5;0;1;nuki;1;139;1_3
1;HT;ComGame_Guesser;1;3;8;6;3;2;1;1;enup;2;142;1_3
1;HT;ComGame_Guesser;3;1;8;1;1;1;3;0;nus;2;141;1_3
1;HT;ComGame_Guesser;1;3;8;4;5;4;7;1;nupi;3;144;1_3
1;HT;ComGame_Guesser;3;1;8;7;7;6;4;1;paik;3;143;1_3
1;HT;ComGame_Guesser;1;3;8;1;8;7;2;1;nus;4;146;1_3
1;HT;ComGame_Guesser;3;1;8;2;3;2;1;1;nenusa;4;145;1_3
1;HT;ComGame_Guesser;1;3;8;7;1;1;3;0;pine;5;148;1_3
1;HT;ComGame_Guesser;3;1;8;6;5;4;7;1;esip;5;147;1_3
1;HT;ComGame_Guesser;1;3;8;2;1;0;3;1;punispie;6;150;1_3
1;HT;ComGame_Guesser;3;1;8;3;8;7;2;1;esip;6;149;1_3
1;HT;ComGame_Guesser;1;3;8;3;4;3;5;1;esip;7;152;1_3
1;HT;ComGame_Guesser;3;1;8;5;1;0;3;1;nenuki;7;151;1_3
1;HT;ComGame_Guesser;1;4;9;1;1;0;3;1;nus;0;153;1_4
1;HT;ComGame_Guesser;4;1;9;3;3;2;1;1;esip;0;154;1_4
1;HT;ComGame_Guesser;1;4;9;4;7;1;4;0;senip;1;155;1_4
1;HT;ComGame_Guesser;4;1;9;6;7;6;4;1;sakip;1;156;1_4
1;HT;ComGame_Guesser;1;4;9;6;6;5;0;1;enup;2;157;1_4
1;HT;ComGame_Guesser;4;1;9;0;2;1;6;1;nusa;2;158;1_4
1;HT;ComGame_Guesser;1;4;9;5;3;2;1;1;nepipi;3;159;1_4
1;HT;ComGame_Guesser;4;1;9;1;4;3;5;1;nus;3;160;1_4
1;HT;ComGame_Guesser;1;4;9;0;4;3;5;1;nuse;4;161;1_4
1;HT;ComGame_Guesser;4;1;9;5;6;5;0;1;nepipi;4;162;1_4
1;HT;ComGame_Guesser;1;4;9;3;8;7;2;1;esip;5;163;1_4
1;HT;ComGame_Guesser;4;1;9;2;1;0;3;1;nenusa;5;164;1_4
1;HT;ComGame_Guesser;1;4;9;7;7;6;4;1;pine;6;165;1_4
1;HT;ComGame_Guesser;4;1;9;4;8;4;2;0;senip;6;166;1_4
1;HT;ComGame_Guesser;1;4;9;2;5;4;7;1;nenuse;7;167;1_4
1;HT;ComGame_Guesser;4;1;9;7;8;7;2;1;pine;7;168;1_4
1;HT;ComGame_Guesser;2;4;2;5;3;2;1;1;nukaki;0;42;2_4
1;HT;ComGame_Guesser;4;2;2;1;2;3;6;0;nus;0;41;2_4
1;HT;ComGame_Guesser;2;4;2;3;5;4;7;1;esip;1;44;2_4
1;HT;ComGame_Guesser;4;2;2;7;1;0;3;1;paik;1;43;2_4
1;HT;ComGame_Guesser;2;4;2;4;4;7;5;0;nuka;2;46;2_4
1;HT;ComGame_Guesser;4;2;2;2;6;6;0;0;nenusa;2;45;2_4
1;HT;ComGame_Guesser;2;4;2;1;7;6;4;1;nus;3;48;2_4
1;HT;ComGame_Guesser;4;2;2;4;3;2;1;1;nuka;3;47;2_4
1;HT;ComGame_Guesser;2;4;2;2;6;5;0;1;nanusi;4;50;2_4
1;HT;ComGame_Guesser;4;2;2;0;8;7;2;1;nusa;4;49;2_4
1;HT;ComGame_Guesser;2;4;2;6;1;0;3;1;sukik;5;52;2_4
1;HT;ComGame_Guesser;4;2;2;3;2;1;6;1;esip;5;51;2_4
1;HT;ComGame_Guesser;2;4;2;7;8;3;2;0;saip;6;54;2_4
1;HT;ComGame_Guesser;4;2;2;5;7;4;4;0;nenuka;6;53;2_4
1;HT;ComGame_Guesser;2;4;2;0;2;1;6;1;pasi;7;56;2_4
1;HT;ComGame_Guesser;4;2;2;6;7;5;4;0;paki;7;55;2_4
1;HT;ComGame_Guesser;2;3;3;0;4;6;5;0;suki;0;58;2_3
1;HT;ComGame_Guesser;3;2;3;4;7;5;4;0;ike;0;57;2_3
1;HT;ComGame_Guesser;2;3;3;5;6;5;0;1;nikek;1;60;2_3
1;HT;ComGame_Guesser;3;2;3;0;4;3;5;1;suki;1;59;2_3
1;HT;ComGame_Guesser;2;3;3;7;3;7;1;0;saip;2;62;2_3
1;HT;ComGame_Guesser;3;2;3;2;5;4;7;1;nuse;2;61;2_3
1;HT;ComGame_Guesser;2;3;3;2;3;2;1;1;nuse;3;64;2_3
1;HT;ComGame_Guesser;3;2;3;1;8;7;2;1;nus;3;63;2_3
1;HT;ComGame_Guesser;2;3;3;1;4;3;5;1;nus;4;66;2_3
1;HT;ComGame_Guesser;3;2;3;5;3;2;1;1;nekuki;4;65;2_3
1;HT;ComGame_Guesser;2;3;3;6;2;0;6;0;kisup;5;68;2_3
1;HT;ComGame_Guesser;3;2;3;3;1;1;3;0;kisup;5;67;2_3
1;HT;ComGame_Guesser;2;3;3;4;2;1;6;1;nukik;6;70;2_3
1;HT;ComGame_Guesser;3;2;3;6;4;6;5;0;kisup;6;69;2_3
1;HT;ComGame_Guesser;2;3;3;3;7;4;4;0;esip;7;72;2_3
1;HT;ComGame_Guesser;3;2;3;7;1;0;3;1;aike;7;71;2_3
1;HT;ComGame_Guesser;2;4;5;6;8;3;2;0;sakup;0;90;2_4
1;HT;ComGame_Guesser;4;2;5;5;2;1;6;1;nenuka;0;89;2_4
1;HT;ComGame_Guesser;2;4;5;3;3;2;1;1;esip;1;92;2_4
1;HT;ComGame_Guesser;4;2;5;1;1;0;3;1;nus;1;91;2_4
1;HT;ComGame_Guesser;2;4;5;1;5;4;7;1;nus;2;94;2_4
1;HT;ComGame_Guesser;4;2;5;7;3;2;1;1;paik;2;93;2_4
1;HT;ComGame_Guesser;2;4;5;0;1;0;3;1;sakip;3;96;2_4
1;HT;ComGame_Guesser;4;2;5;3;2;5;6;0;esip;3;95;2_4
1;HT;ComGame_Guesser;2;4;5;7;7;1;4;0;saip;4;98;2_4
1;HT;ComGame_Guesser;4;2;5;6;7;4;4;0;sakip;4;97;2_4
1;HT;ComGame_Guesser;2;4;5;2;7;6;4;1;pinuki;5;100;2_4
1;HT;ComGame_Guesser;4;2;5;4;2;7;6;0;sakip;5;99;2_4
1;HT;ComGame_Guesser;2;4;5;5;8;7;2;1;nukaki;6;102;2_4
1;HT;ComGame_Guesser;4;2;5;2;4;3;5;1;nenusa;6;101;2_4
1;HT;ComGame_Guesser;2;4;5;4;6;5;0;1;sakip;7;104;2_4
1;HT;ComGame_Guesser;4;2;5;0;7;6;4;1;nusa;7;103;2_4
1;HT;ComGame_Guesser;2;3;6;5;3;2;1;1;nukaki;0;106;2_3
1;HT;ComGame_Guesser;3;2;6;1;4;3;5;1;nus;0;105;2_3
1;HT;ComGame_Guesser;2;3;6;7;8;3;2;0;saip;1;108;2_3
1;HT;ComGame_Guesser;3;2;6;5;7;4;4;0;nenuki;1;107;2_3
1;HT;ComGame_Guesser;2;3;6;6;8;7;2;1;pakus;2;110;2_3
1;HT;ComGame_Guesser;3;2;6;2;7;1;4;0;nenusa;2;109;2_3
1;HT;ComGame_Guesser;2;3;6;4;6;0;0;0;nakus;3;112;2_3
1;HT;ComGame_Guesser;3;2;6;3;1;6;3;0;kisup;3;111;2_3
1;HT;ComGame_Guesser;2;3;6;0;1;1;3;0;nuip;4;114;2_3
1;HT;ComGame_Guesser;3;2;6;6;7;5;4;0;esip;4;113;2_3
1;HT;ComGame_Guesser;2;3;6;2;5;4;7;1;nunasi;5;116;2_3
1;HT;ComGame_Guesser;3;2;6;7;8;7;2;1;paik;5;115;2_3
1;HT;ComGame_Guesser;2;3;6;3;3;5;1;0;esip;6;118;2_3
1;HT;ComGame_Guesser;3;2;6;0;2;0;6;0;nusa;6;117;2_3
1;HT;ComGame_Guesser;2;3;6;1;2;6;6;0;nus;7;120;2_3
1;HT;ComGame_Guesser;3;2;6;4;3;2;1;1;suki;7;119;2_3
1;HT;ComGame_Guesser;2;4;8;5;7;5;4;0;nukaki;0;138;2_4
1;HT;ComGame_Guesser;4;2;8;0;4;3;5;1;nusa;0;137;2_4
1;HT;ComGame_Guesser;2;4;8;0;7;6;4;1;nusa;1;140;2_4
1;HT;ComGame_Guesser;4;2;8;4;6;5;0;1;sekip;1;139;2_4
1;HT;ComGame_Guesser;2;4;8;6;3;2;1;1;nanus;2;142;2_4
1;HT;ComGame_Guesser;4;2;8;1;8;1;2;0;nus;2;141;2_4
1;HT;ComGame_Guesser;2;4;8;4;5;4;7;1;sekip;3;144;2_4
1;HT;ComGame_Guesser;4;2;8;7;7;6;4;1;paik;3;143;2_4
1;HT;ComGame_Guesser;2;4;8;1;8;7;2;1;nus;4;146;2_4
1;HT;ComGame_Guesser;4;2;8;2;3;2;1;1;nenusa;4;145;2_4
1;HT;ComGame_Guesser;2;4;8;7;8;1;2;0;paik;5;148;2_4
1;HT;ComGame_Guesser;4;2;8;6;5;4;7;1;nanus;5;147;2_4
1;HT;ComGame_Guesser;2;4;8;2;1;0;3;1;nenusa;6;150;2_4
1;HT;ComGame_Guesser;4;2;8;3;8;7;2;1;esip;6;149;2_4
1;HT;ComGame_Guesser;2;4;8;3;4;3;5;1;esip;7;152;2_4
1;HT;ComGame_Guesser;4;2;8;5;1;0;3;1;nenuki;7;151;2_4
1;HT;ComGame_Guesser;2;3;9;3;3;2;1;1;esip;0;154;2_3
1;HT;ComGame_Guesser;3;2;9;1;2;0;6;0;nus;0;153;2_3
1;HT;ComGame_Guesser;2;3;9;6;7;6;4;1;kasup;1;156;2_3
1;HT;ComGame_Guesser;3;2;9;4;2;1;6;1;nuki;1;155;2_3
1;HT;ComGame_Guesser;2;3;9;0;7;1;4;0;suka;2;158;2_3
1;HT;ComGame_Guesser;3;2;9;6;6;5;0;1;kisup;2;157;2_3
1;HT;ComGame_Guesser;2;3;9;1;4;3;5;1;nus;3;160;2_3
1;HT;ComGame_Guesser;3;2;9;5;3;2;1;1;nenuki;3;159;2_3
1;HT;ComGame_Guesser;2;3;9;5;7;5;4;0;nenuki;4;162;2_3
1;HT;ComGame_Guesser;3;2;9;0;4;3;5;1;nusa;4;161;2_3
1;HT;ComGame_Guesser;2;3;9;2;1;0;3;1;nanupi;5;164;2_3
1;HT;ComGame_Guesser;3;2;9;3;8;7;2;1;esip;5;163;2_3
1;HT;ComGame_Guesser;2;3;9;4;5;4;7;1;ekip;6;166;2_3
1;HT;ComGame_Guesser;3;2;9;7;1;6;3;0;paik;6;165;2_3
1;HT;ComGame_Guesser;2;3;9;7;8;7;2;1;paik;7;168;2_3
1;HT;ComGame_Guesser;3;2;9;2;5;4;7;1;nenusa;7;167;2_3
1;HT;ComGame_Guesser;3;4;1;3;7;4;4;0;neki;0;26;3_4
1;HT;ComGame_Guesser;4;3;1;7;7;0;4;0;paik;0;25;3_4
1;HT;ComGame_Guesser;3;4;1;6;8;7;2;1;auke;1;28;3_4
1;HT;ComGame_Guesser;4;3;1;2;2;1;6;1;nenusa;1;27;3_4
1;HT;ComGame_Guesser;3;4;1;1;1;6;3;0;nus;2;30;3_4
1;HT;ComGame_Guesser;4;3;1;4;3;2;1;1;paik;2;29;3_4
1;HT;ComGame_Guesser;3;4;1;5;6;5;0;1;nenuki;3;32;3_4
1;HT;ComGame_Guesser;4;3;1;0;8;3;2;0;nusa;3;31;3_4
1;HT;ComGame_Guesser;3;4;1;7;8;3;2;0;aike;4;34;3_4
1;HT;ComGame_Guesser;4;3;1;5;2;4;6;0;nenuka;4;33;3_4
1;HT;ComGame_Guesser;3;4;1;0;5;1;7;0;nusa;5;36;3_4
1;HT;ComGame_Guesser;4;3;1;6;6;5;0;1;nauki;5;35;3_4
1;HT;ComGame_Guesser;3;4;1;4;1;0;3;1;paik;6;38;3_4
1;HT;ComGame_Guesser;4;3;1;3;5;6;7;0;esup;6;37;3_4
1;HT;ComGame_Guesser;3;4;1;2;3;2;1;1;seaki;7;40;3_4
1;HT;ComGame_Guesser;4;3;1;1;4;7;5;0;nus;7;39;3_4
1;HT;ComGame_Guesser;3;4;4;1;7;1;4;0;nus;0;74;3_4
1;HT;ComGame_Guesser;4;3;4;6;3;2;1;1;nuki;0;73;3_4
1;HT;ComGame_Guesser;3;4;4;6;4;3;5;1;nuki;1;76;3_4
1;HT;ComGame_Guesser;4;3;4;5;7;1;4;0;nenuka;1;75;3_4
1;HT;ComGame_Guesser;3;4;4;5;8;7;2;1;nenuka;2;78;3_4
1;HT;ComGame_Guesser;4;3;4;2;4;3;5;1;nenusi;2;77;3_4
1;HT;ComGame_Guesser;3;4;4;4;3;2;1;1;seki;3;80;3_4
1;HT;ComGame_Guesser;4;3;4;1;5;6;7;0;nus;3;79;3_4
1;HT;ComGame_Guesser;3;4;4;7;6;5;0;1;aik;4;82;3_4
1;HT;ComGame_Guesser;4;3;4;0;5;4;7;1;nusa;4;81;3_4
1;HT;ComGame_Guesser;3;4;4;0;7;6;4;1;nusa;5;84;3_4
1;HT;ComGame_Guesser;4;3;4;4;6;5;0;1;nuki;5;83;3_4
1;HT;ComGame_Guesser;3;4;4;2;2;0;6;0;nenusa;6;86;3_4
1;HT;ComGame_Guesser;4;3;4;3;8;7;2;1;esip;6;85;3_4
1;HT;ComGame_Guesser;3;4;4;3;5;4;7;1;kusip;7;88;3_4
1;HT;ComGame_Guesser;4;3;4;7;2;0;6;0;paik;7;87;3_4
1;HT;ComGame_Guesser;3;4;7;6;7;6;4;1;kisup;0;122;3_4
1;HT;ComGame_Guesser;4;3;7;4;2;1;6;1;nuki;0;121;3_4
1;HT;ComGame_Guesser;3;4;7;7;3;2;1;1;paik;1;124;3_4
1;HT;ComGame_Guesser;4;3;7;1;5;4;7;1;nus;1;123;3_4
1;HT;ComGame_Guesser;3;4;7;2;2;1;6;1;nenusa;2;126;3_4
1;HT;ComGame_Guesser;4;3;7;6;8;7;2;1;kisup;2;125;3_4
1;HT;ComGame_Guesser;3;4;7;4;1;0;3;1;nuki;3;128;3_4
1;HT;ComGame_Guesser;4;3;7;3;7;6;4;1;esip;3;127;3_4
1;HT;ComGame_Guesser;3;4;7;0;8;7;2;1;nusa;4;130;3_4
1;HT;ComGame_Guesser;4;3;7;2;6;5;0;1;nenusa;4;129;3_4
1;HT;ComGame_Guesser;3;4;7;3;5;4;7;1;esip;5;132;3_4
1;HT;ComGame_Guesser;4;3;7;7;1;0;3;1;paik;5;131;3_4
1;HT;ComGame_Guesser;3;4;7;1;4;3;5;1;nus;6;134;3_4
1;HT;ComGame_Guesser;4;3;7;5;3;2;1;1;nenuki;6;133;3_4
1;HT;ComGame_Guesser;3;4;7;5;6;5;0;1;nenuki;7;136;3_4
1;HT;ComGame_Guesser;4;3;7;0;4;3;5;1;nusa;7;135;3_4
